bids_subject	connectivity_acute_left-IFGorb2left-PTL	connectivity_acute_left-PTL2left-IFGorb	connectivity_acute_right-IFGorb2left-IFGOrb	connectivity_acute_left-SMA2left-IFGorb	connectivity_acute_left-SMA2left-PTL	connectivity_acute_left-DLPFC2left-IFGorb	connectivity_acute_left-DLPFC2left-PTL	connectivity_acute_right-DLPFC2left-PTL	connectivity_acute_right-DLPFC2left-IFGorb	connectivity_subacute_left-IFGorb2left-PTL	connectivity_subacute_left-PTL2left-IFGorb	connectivity_subacute_right-IFGorb2left-IFGOrb	connectivity_subacute_left-SMA2left-IFGorb	connectivity_subacute_left-SMA2left-PTL	connectivity_subacute_left-DLPFC2left-IFGorb	connectivity_subacute_left-DLPFC2left-PTL	connectivity_subacute_right-DLPFC2left-PTL	connectivity_subacute_right-DLPFC2left-IFGorb	connectivity_early-chronic_left-IFGorb2left-PTL	connectivity_early-chronic_left-PTL2left-IFGorb	connectivity_early-chronic_right-IFGorb2left-IFGOrb	connectivity_early-chronic_left-SMA2left-IFGorb	connectivity_early-chronic_left-SMA2left-PTL	connectivity_early-chronic_left-DLPFC2left-IFGorb	connectivity_early-chronic_left-DLPFC2left-PTL	connectivity_early-chronic_right-DLPFC2left-PTL	connectivity_early-chronic_right-DLPFC2left-IFGorb	
sub-11	0	0	0	0	0	0	0	0	0	-0.0762246347201229	-0.0632128447814931	0.169878596893236	0.143886237359989	-0.16058669638723	-0.028197988059289	-0.0164847474024792	0.307852550429513	-0.18912917278336	0.0241268858919868	0.0247909157129154	-0.00348213432386442	0.0458886863354482	0.0148962421558628	-0.0501021161653037	-0.0157239419194314	0.000615970796433149	0.0503125367887435	
sub-12	1.89430160673913e-05	-0.00162240907887409	0.000416744481102638	-0.000198102699219297	0.000299805232416168	-0.00126257693814917	7.10394007323463e-05	0.000388021191110877	-0.00120997259549643	-0.921685103599122	0.32066713864051	-0.891106420699047	0.925991166635824	-0.56764783124682	0.0532016804987339	0.0473328588355109	0.429236017167716	-0.0735103822099525	-0.436918322867059	-0.0313331414990589	0.162410757038445	0.170234551201322	0.211766727600284	0.154872144132119	0.401705144842776	0.314132546336922	0.0586910303780648	
sub-13	0.00329815518260866	0.00410148230043647	0.00225157378229973	-0.00148323181607037	-0.000268785611200301	-0.00270804449060169	-0.00140701712924166	0.00486772516565838	0.00592588038121838	0.00775218867956165	-0.0637268261467651	0.0971631915466458	0.0784575065339314	0.0532551558971336	0.173313190756164	0.0444588933973007	0.115917737497699	0.211165539406386	0.0120120184399514	-0.150792245580466	-0.093699844168115	-0.0224491796040973	0.00246409733628039	-0.00522353841568693	0.0398605862455071	-0.0097629270647776	-0.0504109730917159	
sub-14	0	0	0	0	0	0	0	0	0	0.000293492758986852	0.000462640141229398	-0.000149375028766765	0.000115109252899423	-2.80822428917684e-05	0.00133099830506002	-0.000324677441065701	1.90255526611793e-05	0.000139681868098742	-1.45891808105808e-05	7.7782087078464e-05	-2.40432529334577e-05	1.82444713017098e-06	7.94538664505804e-06	3.12047364253699e-05	2.60834471787607e-05	-1.35986475570785e-05	-1.86350385229293e-05	
sub-15	-2.92214816810661e-05	-0.000522862707542978	0.000189719451227651	-9.15317308276194e-06	-1.21450133557169e-05	3.6270308160546e-05	-7.59084119446771e-06	5.98748173328705e-05	-8.46211377701335e-05	-0.00956240914484317	-0.175996513817449	0.0135868343270352	-0.0137452136836208	-0.00619059987638286	-0.0269562944740831	0.000341172666287737	0.00741939872223435	-0.0404004009590285	-4.48642193060868e-05	0.00082277746548346	1.74503211604305e-05	0.000106311458080893	-6.44515677922546e-08	0.00031486167641597	-2.9467351174371e-06	-3.19909016740137e-05	-0.000131291296289976	
sub-16	-8.09570195897661e-06	-3.6930704623137e-05	2.00101420942083e-05	3.46762869493704e-06	2.97473417469403e-06	5.4009043955471e-06	1.23080009072587e-05	-4.54219849091982e-06	2.89693529061812e-07	0	0	0	0	0	0	0	0	0	0.00271235368099803	0.00153396892640989	0.00519367719335972	-0.000801161302503407	-0.00375161134731146	8.39175015432061e-05	0.000210681942603613	0.000282444571516596	-6.35325091981551e-05	
sub-17	-1.20371960631274e-07	1.84080958803355e-06	2.12490134942484e-07	4.38520783558329e-07	-2.98515667250266e-08	4.8717548807539e-07	-3.13287500366918e-07	-1.27852469715382e-07	2.13728671802538e-07	-4.65514294654136e-05	0.000301309877533829	-3.9691954731618e-05	8.78547916919581e-06	-2.48796469355596e-05	-7.68000180382535e-06	4.39105745740273e-05	2.30213351025501e-05	-5.93622241795594e-06	0	0	0	0	0	0	0	0	0	
sub-18	0.0213183919623406	-0.308771877406681	-0.477105593870483	0.148849489816499	0.0746920864975029	0.3285599376933	0.136763102729948	0.216035533354569	-0.654061955660469	0.00457515337098908	-0.000741838762578061	0.00108210237208195	0.000482661869617247	0.00223066888599607	0.000107087536536808	-7.90186789447434e-05	0.00493225381632653	0.00161322849423086	-0.0264258787630429	-0.0767164122102392	0.0228260288025867	-0.000456931074185706	-0.0185029030490847	0.00057837171951743	0.0222613103168968	0.0725916346084156	0.0270104349377479	
sub-19	-2.04629022569227e-05	-0.000193676453342432	2.1939283994264e-05	0.000127303826942664	-4.22343518320703e-05	8.46218185386349e-05	1.27303844420323e-05	-5.03746962659916e-06	-4.30481568031444e-05	-0.00316198876957824	-0.00458107068457922	0.00304497769305035	0.00345489623736124	-0.00420683935752325	0.00767036856995277	0.00962538415170689	0.00856143869330149	0.00496548351420391	0.000588088179052306	0.000211621038655211	-0.000173556531067724	-0.000148850218341798	-7.02059358954491e-05	-0.00236388535320628	-7.48215868401092e-05	0.000213290149559687	-0.0020002501061589	
sub-20	0	0	0	0	0	0	0	0	0	-0.000491915785990758	-0.00211484666863461	-2.94613428343441e-05	0.000315801420435458	0.000151015754717716	-0.00224394836230391	-0.000649403413112149	-0.000346232928066574	-0.000717235487212993	0.00981483275855461	-0.220565979648261	0.0152014598189563	0.480449653424589	0.0936902139640404	0.269820691697437	0.142053359859416	-0.0465955866549732	0.761154005499305	
sub-21	-0.00245858445090057	3.99986019609758e-05	-0.00209890581756629	0.00267148526939493	-0.00438748578593637	0.000317841380976172	0.000397397387051339	-0.00217908559414099	-0.000101514714969074	-0.000847754125697469	0.00166686965156654	-0.00129605686926475	0.00322036387508291	0.00153615742489377	0.00572095393464937	0.000490166641110199	0.000389304534588104	-0.0062606674344078	-0.000129858307271062	-7.36369239499459e-05	0.000179468180837272	0.000152174354360614	-0.000264552232306206	0.00012552973909847	-0.000256266237837033	-0.000215765053112831	9.95755331322566e-05	
sub-22	0.0820986481882952	0.00156159240285407	-0.0588800412402498	0.0501790774709845	0.021858408651448	-0.000493229242127061	0.038216445300991	-0.0672354664500243	0.0381722911546317	-6.58554981164362e-06	1.02093461509026e-06	3.29668339815681e-06	-2.89161934904688e-06	2.84258634625109e-06	1.13275690548598e-06	-2.40485173146163e-06	-1.15551048838887e-07	-3.3122171024399e-06	-0.00104709440155499	0.00543230057957662	-0.00229819307542737	-0.00237879443081197	0.00125033425799761	0.00225845987513202	-0.00257819709101781	0.000230204782038216	-0.000777505860546878	
sub-23	-0.00515712194898755	0.00100689644128769	-0.000218529097051894	0.000251929423246741	-0.00347868291761883	-0.00318149601314804	0.0074593118165669	0.0040633046713141	-0.000462353461561476	0.0545843502048613	0.00747158752517437	0.294321452534347	0.063392010365196	-0.0469404618776072	0.234643430999325	0.0850327762032326	0.123751445107679	0.388919359044732	0.000222775158768603	-0.000811733999332137	-1.84009016453321e-06	0.000169958548416439	-0.000924184674455778	-0.00062346361455267	-0.000692361440920175	0.00149743663542087	0.000639779027112173	
sub-24	-0.20492539818288	-0.129269053021777	-0.12425714914159	0.226120822527899	0.186035077054135	0.219240159403406	0.258444506392169	0.073117055105016	0.0728548816578283	-1.18282086711539e-05	2.28409135444691e-05	9.21271812883318e-06	-1.39337713855877e-05	-3.79004084635209e-05	-7.74974764917645e-07	-5.61725203927275e-05	5.46990924465112e-05	3.58183839944455e-05	-0.000654240755926967	-6.07560406770783e-05	-0.000658502958674326	-0.00144309495709899	-0.000952002087507139	-0.00131956806040236	-0.000833482542691445	0.000371117200476192	0.000580325257045918	
sub-25	0	0	0	0	0	0	0	0	0	-1.21502484760819e-06	-8.45652336327768e-07	-4.4415990487146e-07	-7.98188375476594e-07	3.1118702101264e-06	-5.95610237542181e-07	1.7875982929467e-06	4.35682733749979e-06	-3.3775639945555e-07	1.84329453174902e-08	3.99659988375769e-07	-2.55591290413686e-07	2.25724280865549e-07	5.7001056534379e-09	5.54841233188978e-07	1.01258376173273e-07	4.25314196115572e-08	2.43412417794526e-07	
sub-26	-0.000895452363454147	0.00453247316348208	-0.0116648760053757	0.031352402282973	0.0134020670429944	0.00252280646283465	0.00212263580400279	0.00393666494259724	0.00733298569459115	0.0881911386094316	0.134168698298976	-0.949434988261825	-0.250743081036718	-0.0205196494304881	-0.287511406932005	-0.13056910688558	0.0268873648021544	-0.167940337368083	-0.00411385521458383	-0.00240501831755427	-0.00435308853126737	-0.00156417660378115	-0.00114063163895947	-0.000876834255375111	-0.000288017758710335	-0.0028337456304654	-0.00280920971184228	
sub-27	0	0	0	0	0	0	0	0	0	0.00140073011970238	0.00312762923902466	-0.00359250236481747	0.000823329326208592	0.00610258628382338	-0.00186335025740242	-0.0233366600352555	-0.0304959184281806	0.0134788928528641	4.92393171938337e-07	1.82910411845368e-06	1.61234257048201e-06	-8.84868197237384e-07	1.04485598598527e-08	-1.08620340489038e-06	-9.9615385910762e-08	4.55065816021342e-07	2.26765680183278e-06	
sub-28	5.49386391055269e-08	-8.61366530445969e-07	-4.43686007665294e-08	-2.26384177032128e-07	-2.1743861067784e-08	-4.94286373484229e-07	-3.44405573368287e-08	1.06567986917514e-08	-1.01594878048898e-07	-1.24821278563572e-08	-1.30861583866619e-07	-1.84502321857877e-08	-3.67873996926639e-08	-3.34954835959063e-08	-4.20372498481392e-08	-3.1090999211252e-08	-2.53829563870855e-08	-3.32169751972402e-08	0.000121434051515461	-8.53250730065962e-05	2.13088773927793e-05	-8.91937469538788e-05	0.000153190222983632	-4.33179178758062e-05	0.000109603837230566	-5.4914933952793e-05	-1.69355613247734e-06	
sub-29	-0.0230264918201743	-0.475153153119157	0.172101594094381	-0.63219761349161	1.23390415489149	-0.568927840593793	0.387099360922799	0.705091641857441	-0.865690348249832	-1.23513824984975e-06	-2.1729504212244e-06	-2.04978457518127e-06	-3.35479600976447e-06	5.6794330666263e-06	-5.36908558128213e-06	4.27840924172517e-06	2.96810816419562e-06	-3.63887424618179e-06	-0.00626988345107672	-0.00535010769687045	-0.0167620546691035	-0.00417210447128154	-0.00427471607171088	0.0269592309586084	-0.0330949759327265	-0.00740633710358698	0.00331993887126691	
sub-30	0.000147040377493357	0.000925673995361494	0.000661312593356578	0.000875503477065615	-0.000194496221054193	0.000558375231217393	4.74326843979073e-05	-0.000129626042154241	0.000950479067383588	0.302472004046186	0.450049101325043	-0.896673126644427	1.0126760061327	-0.5518362503726	0.516903566914833	-0.534542324973788	-0.456422847450284	0.606521902095871	-0.000745587203678791	0.00929260439697753	-0.00230147214087504	0.00120508001051218	-0.000347762847907756	0.00289908361905149	-0.000515676165697239	-0.00118090021204542	0.00174423769091244	
sub-31	6.85540770473535e-08	-2.30851968886557e-08	-1.60584503770809e-07	-1.14231717709826e-07	-3.2578384004205e-08	-1.10567445190455e-07	-4.62657015370365e-08	-2.51744694081371e-08	-9.17566175627541e-08	-2.35511152858426e-06	-7.55790026172993e-07	-2.85044451407232e-06	-3.6126661758912e-06	-5.24411146190188e-06	-2.84266831834602e-06	-4.3132364731528e-06	-4.80513511225392e-06	-2.59518432266216e-06	-8.66473648414945e-05	0.00108524055767969	0.00586645330493162	-0.00114583987739073	-0.00139355497921296	0.000510994533138094	-0.000687109509032482	-0.00274354259087179	-0.000747882561343069	
sub-32	-0.00193554445278083	0.00259295227415485	-0.00059728496376655	-0.000541016714772859	-0.00243698981050119	-0.000114355143274538	-0.00154983979967098	-0.00106771444065779	-0.000437852176766872	-0.00128263851708463	-0.00238654825956902	-0.00609901487402728	0.00557886798503499	-0.00113153942295848	-2.04683318292006e-05	-0.00422192236681965	0.00741148290792544	-0.00690698292608217	0.00720164051304461	-0.00244071868782228	-0.00199093650244838	0.00101575405393326	-0.000911650272597871	-0.0016743753780374	-0.00422174113000403	-0.00272169622753226	0.000220230905099872	
sub-33	7.26115883065659e-06	-1.21794814459239e-06	3.77170741018864e-07	2.24113444716033e-06	-4.73189205112736e-06	1.03274768736619e-06	-9.18917401977023e-07	3.25827971203218e-06	-1.70950346975484e-07	-0.00207410850568351	-0.000819211044561295	0.000172172656373071	-0.000812197472016585	-0.00162140704095594	-0.000718128704214941	-0.000709882483640191	0.00248966490689639	0.000232391116000819	-0.00777956452691213	-0.0346942713765114	0.00426690080637122	0.00686104450092513	-0.00116269812530157	-0.0121338057270999	-0.010167774468614	0.000330054469265596	0.0089769591870514	
sub-34	-6.67388535347874e-05	0.000327640966711251	0.00124511086326324	-0.00111602967877389	-0.00153261614770243	-0.00100330535253734	-0.000329069518894105	-0.00162233155640607	-0.00100414630170336	-0.00208337175150196	-0.00712873265058194	-0.00485785967708905	0.000323950842639866	0.000922019143571195	0.00307870943083333	0.000369429786521462	0.0010036378696792	0.00117283791535475	-0.00428651706461115	0.000278923338101778	-0.00119973528530679	0.000112833070481103	0.00117330852629946	-5.88164045391404e-05	0.00140731582966295	9.82850127002819e-05	0.000793216629158154	
sub-35	0.387611682736517	0.262398934325621	0.192484698303211	0.0301027111466526	-0.0954818347213775	-0.137090544669875	-0.297765523812443	0.0435569476533472	-0.096679583316425	3.92513165450526e-06	-4.70489083602824e-05	1.43163833864732e-05	9.32951389704006e-06	-3.02647385956105e-07	-6.94283009515409e-06	-4.03623635419159e-06	1.046918130099e-05	-1.12295572999857e-05	-6.8938932198324e-07	-5.2403905110612e-06	6.2748641840894e-06	4.57597767511426e-06	-1.17345593924771e-06	1.91870579789501e-06	-3.29576499376477e-07	-6.78496511720942e-07	4.06968237671152e-06	
sub-36	0.000742470349549093	0.0103622203959017	0.00732814011820244	0.00410180631432289	0.000617394800979433	0.00536400840561005	0.00321787525339637	0.00214874627661358	0.00608089926618582	0.00315479831379465	0.00133450116071948	-0.000391224724888574	0.000165618387007603	0.00222878476458092	0.000575919946931039	-0.00204725013172737	0.0039291435452069	2.75548647812587e-05	0.0440413647030935	0.280919613223609	0.164661347571065	0.086853959490086	0.0264261198081161	0.261660226449788	0.217733870294915	0.0594219707320844	0.158479900291677	
sub-37	0.00285960585745563	0.00146930144795963	-0.00330081322832788	0.00111336854061988	-0.00135662940799821	0.00140978348375103	-0.00178934112254521	-0.00108124181048406	0.000542477624310042	-0.00115042948057603	0.000673870133776773	-0.00418866734141862	0.000843042720018323	0.000189788472192879	0.00253620552222776	0.000757684557341757	0.000746553830455026	0.00293121593435609	-0.00289169515141234	0.00110329111247559	0.000256509099713297	0.00128087668633309	-0.000925202064164996	0.00285100250713817	-0.00110793819685792	-0.00139688422101903	0.00107296308448239	
sub-38	0.183606370347319	0.276717555965542	0.171330252547792	0.303232203894757	0.151703922574336	0.407093021366051	0.28987982573672	0.0730933580351449	0.188451027307817	0.000486575210629644	3.50951696904165e-05	-0.000597000394166404	-0.000172466704617207	0.000394552667792852	0.000124306196351665	-0.00158142080927453	-0.000150417736900895	-7.12085363279842e-06	0.0045760156380316	-0.00062616814600411	-0.00201739681556405	-0.00488370603290401	-8.56399968803615e-05	-0.000354667817662758	0.000741518808741432	0.000346025836148232	-0.00140117908608083	
sub-39	0.000105966207926034	-7.87316667207484e-05	-0.000104049982118678	-0.000112442864915229	0.000109565090379096	-3.63162868434229e-05	3.09344987765321e-05	2.88900266989116e-05	-3.72945990897148e-05	-1.03208975575015e-07	-2.19753463288529e-08	4.40371992199205e-08	5.63741977369403e-09	1.22824625368399e-08	2.49470525912532e-08	-2.92475975799336e-08	-4.47240124587673e-09	-2.85156158185627e-08	0.0001203988167234	0.000125090779481482	-4.89673991934118e-05	-0.000143705392518715	-7.37022122836946e-05	1.63452949301422e-05	1.01535222118082e-05	-7.75956897229524e-05	-0.000113338341131097	
sub-40	-2.31330706270829e-05	-9.88047063165671e-06	0.000334534340249676	-3.00682544065046e-05	1.98511610132725e-05	-0.000389982042491812	3.01034011070704e-06	-6.68719391291604e-05	-0.000183767963878124	0.0817313416247703	-0.0998738895670431	0.133719624133007	-0.146190774539202	-0.0405543173320811	-0.0991774092883894	-0.0137585936567437	-0.170077721875032	-0.467574145021965	0.00427447744065519	-0.0569562274871882	0.0127344775909592	0.00748186815816735	-0.0037264520459985	0.010462156942328	-0.00358706903763604	-0.00501326303966787	0.0223554236965092	
sub-41	0.00722947927840741	0.00493434028081749	0.00512674074856338	-0.00189630224755486	-0.000837336501510907	0.00164524721951541	0.00288028312039312	0.0027560156265149	0.0118900578793191	0.0140230673166379	0.00914766572327698	0.00484932788783716	-0.000288680282102549	-0.000304653859576969	-0.00116180732454266	-0.000917788557176846	0.0072070080936538	0.00905822454190097	-0.00014578707174129	0.00621912794265795	0.00968220130696571	0.00560152724378214	0.000724340182021828	0.00802052456055892	-0.000535546957620676	-0.00337790845698938	0.010688642122283	
sub-42	-0.000307431278361914	-0.000244181666005999	-0.000540698846230469	-0.000285995050161816	9.88479358422803e-07	0.000310227802858097	0.000685275138930338	0.00174208272791104	-0.000593124512601279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sub-43	0.00101494832181753	-0.00381687982740338	-0.00262794759868595	-0.000714832475857569	-0.000510510537936692	-0.00127044624797755	-0.000745306374080944	-0.000520240189797103	-0.000382351065647109	-0.0293427398542086	-0.0133098811173963	0.0120938820412843	-0.00701859527696592	-0.0141731367636577	-0.0118686635882509	-0.0222207332819652	0.000354612970709239	0.00116099224855577	-5.97911716930821e-07	-3.08053602965298e-06	4.63588379181532e-07	-1.03250570662418e-05	-1.16421835277228e-06	-9.18250218333773e-06	-1.24824722479709e-06	-1.07556962839352e-06	-6.57325776076812e-06	
sub-44	0.00236332085589293	-0.0889583413652727	0.527651448830195	0.258563904625844	0.136747465790272	0.374967965829103	-0.101758836367437	0.0941485917984179	0.841773274736516	2.45130115178954e-05	-4.57169027642218e-05	-1.90225402545492e-05	-1.15613262866741e-05	-8.86611976197798e-06	-2.40692251435413e-05	9.39417489122074e-06	2.7584370332365e-05	-1.55746534542533e-05	0.267972875630504	0.349951865402743	-0.413549374656759	-0.273014056437219	-0.330965364795705	-0.172811215512344	-0.0571454118982867	0.05765362955579	-0.263059957439636	
sub-45	-0.000857908704201975	-0.00311416554436399	0.00102267116670263	0.000261281130984833	-0.00218154653108094	0.000484243079496756	-0.00263905121010726	-0.000657970799503273	-0.00172402878770935	0.000561887417320985	0.00220522505763438	0.00293753043691297	0.000575034809213579	0.00208746166469299	0.000510203905685144	0.00212582607749669	0.00163352837032793	-0.00202978006031336	-0.03069550946922	0.00205344864470755	0.221892323504818	-0.0244330217585983	0.0034703832392928	-0.0442880537040934	0.00471482526651617	-0.00172382566840754	0.0531247725758976	
sub-46	-0.00323579740318186	-0.00133048217585906	0.000977025118248448	-0.00561452759826013	-0.00128269410199734	-0.00803499688653375	-0.00194973772540689	-0.00408390891515076	-0.0113160148149404	-0.00913834989921963	-0.00073796238153818	0.00141064343098717	0.006350637684415	-0.0164668329286154	-0.00098704331416748	0.00411400087141175	0.00123678565443961	-0.000688976080517856	-0.00151228156793435	-0.00265034045700404	0.00394540313325628	-0.00511994343899303	-0.00348735728551911	-0.00324952203568503	-0.00285833476342133	-0.00182547646425596	0.00294743514062443	
sub-47	-0.335718853441503	-0.119295094048778	0.209639615794217	-0.623404420205528	0.413753822102895	-0.466125828794348	0.395535050603436	0.412784025860652	0.285134789379861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
